,equity
2024-01-22 00:00:00-05:00,113732.111355
2024-01-23 00:00:00-05:00,110190.461355
2024-01-24 00:00:00-05:00,108985.731355
2024-01-25 00:00:00-05:00,108985.731355
2024-01-26 00:00:00-05:00,107592.12135500001
2024-01-29 00:00:00-05:00,104743.24135500003
2024-01-30 00:00:00-05:00,107809.19135500002
2024-01-31 00:00:00-05:00,110360.551355
2024-02-01 00:00:00-05:00,110383.50135500001
2024-02-02 00:00:00-05:00,108314.62135500001
2024-02-05 00:00:00-05:00,110662.38135500002
2024-02-06 00:00:00-05:00,109362.84135500001
2024-02-07 00:00:00-05:00,107849.78135500001
2024-02-08 00:00:00-05:00,103448.68135500001
2024-02-09 00:00:00-05:00,102657.99135500003
2024-02-12 00:00:00-05:00,106656.63135500002
2024-02-13 00:00:00-05:00,105635.66135500002
2024-02-14 00:00:00-05:00,103460.38135500002
2024-02-15 00:00:00-05:00,101776.00135500001
2024-02-16 00:00:00-05:00,105141.83135500003
2024-02-19 00:00:00-05:00,108974.291355
2024-02-20 00:00:00-05:00,110625.10135500002
2024-02-21 00:00:00-05:00,112527.40135500004
2024-02-22 00:00:00-05:00,112234.861355
2024-02-23 00:00:00-05:00,114379.10135499999
2024-02-26 00:00:00-05:00,112479.98135500003
2024-02-27 00:00:00-05:00,115039.57135500002
2024-02-28 00:00:00-05:00,115327.07135500002
2024-02-29 00:00:00-05:00,116894.70135500003
2024-03-01 00:00:00-05:00,119000.07135500002
2024-03-04 00:00:00-05:00,117778.59135500001
2024-03-05 00:00:00-05:00,114672.14132000004
2024-03-06 00:00:00-05:00,114774.70132000004
2024-03-07 00:00:00-05:00,117986.22132000003
2024-03-08 00:00:00-05:00,114085.54132000003
2024-03-11 00:00:00-04:00,110601.74132000002
2024-03-12 00:00:00-04:00,111406.10132000003
2024-03-13 00:00:00-04:00,109608.50132000002
2024-03-14 00:00:00-04:00,105230.86132000004
2024-03-15 00:00:00-04:00,104395.38132000003
2024-03-18 00:00:00-04:00,107717.86132000004
2024-03-19 00:00:00-04:00,103963.30132000004
2024-03-20 00:00:00-04:00,103963.30132000004
2024-03-21 00:00:00-04:00,104086.26132000003
2024-03-22 00:00:00-04:00,108112.62132000002
2024-03-25 00:00:00-04:00,106496.90132000002
2024-03-26 00:00:00-04:00,102728.06132000002
2024-03-27 00:00:00-04:00,97135.18132000002
2024-03-28 00:00:00-04:00,99008.58132000004
2024-03-29 00:00:00-04:00,92198.78132000005
2024-04-01 00:00:00-04:00,92368.74132000002
2024-04-02 00:00:00-04:00,98360.50132000002
2024-04-03 00:00:00-04:00,90015.82132000003
2024-04-04 00:00:00-04:00,92210.86132000007
2024-04-05 00:00:00-04:00,92777.82132000003
2024-04-08 00:00:00-04:00,99148.86132000004
2024-04-09 00:00:00-04:00,90381.46132000005
2024-04-10 00:00:00-04:00,88638.78132000002
2024-04-11 00:00:00-04:00,81746.90132000005
2024-04-12 00:00:00-04:00,83068.82132000003
2024-04-15 00:00:00-04:00,78810.18132000002
2024-04-16 00:00:00-04:00,78500.38132000003
2024-04-17 00:00:00-04:00,84069.26132000003
2024-04-18 00:00:00-04:00,82607.54132
2024-04-19 00:00:00-04:00,86965.58132000004
2024-04-22 00:00:00-04:00,78380.22132000003
2024-04-23 00:00:00-04:00,77320.38132000003
2024-01-26 00:00:00-05:00,101851.22132000003
2024-01-29 00:00:00-05:00,102474.74003000004
2024-01-30 00:00:00-05:00,103406.11003000004
2024-01-31 00:00:00-05:00,104176.35003000003
2024-02-01 00:00:00-05:00,104184.48003000004
2024-02-02 00:00:00-05:00,103558.64003000004
2024-02-05 00:00:00-05:00,104268.48003000004
2024-02-06 00:00:00-05:00,103873.38003000003
2024-02-07 00:00:00-05:00,103098.13007500005
2024-02-08 00:00:00-05:00,98987.05007500005
2024-02-09 00:00:00-05:00,98252.80007500005
2024-02-12 00:00:00-05:00,101989.96007500004
2024-02-13 00:00:00-05:00,101031.28007500005
2024-02-14 00:00:00-05:00,98995.03007500005
2024-02-15 00:00:00-05:00,97412.86007500005
2024-02-16 00:00:00-05:00,100559.68007500004
2024-02-19 00:00:00-05:00,104147.59007500004
2024-02-20 00:00:00-05:00,105686.35007500005
2024-02-21 00:00:00-05:00,108008.88507500006
2024-02-22 00:00:00-05:00,107688.91917500005
2024-02-23 00:00:00-05:00,110219.65103500006
2024-02-26 00:00:00-05:00,107688.19348000005
2024-02-27 00:00:00-05:00,111527.10348000008
2024-02-28 00:00:00-05:00,111942.40348000007
2024-02-29 00:00:00-05:00,114303.95348000005
2024-03-01 00:00:00-05:00,117459.56348000004
2024-03-04 00:00:00-05:00,115622.60348000005
2024-03-05 00:00:00-05:00,112643.00348000004
2024-03-06 00:00:00-05:00,112732.57348000005
2024-03-07 00:00:00-05:00,115818.84348000007
2024-03-08 00:00:00-05:00,112078.51348000005
2024-03-11 00:00:00-04:00,109197.80159500004
2024-03-12 00:00:00-04:00,109433.53119500005
2024-03-13 00:00:00-04:00,108997.18119500004
2024-03-14 00:00:00-04:00,107636.52119500004
2024-03-15 00:00:00-04:00,107686.85975500004
2024-03-18 00:00:00-04:00,108348.71975500006
2024-03-19 00:00:00-04:00,107235.75148000004
2024-03-20 00:00:00-04:00,107600.63975500004
2024-03-21 00:00:00-04:00,107625.13975500004
2024-03-22 00:00:00-04:00,108426.26975500004
2024-03-25 00:00:00-04:00,107953.93869500005
2024-03-26 00:00:00-04:00,106798.42869500005
2024-03-27 00:00:00-04:00,105630.89445000005
2024-03-28 00:00:00-04:00,106004.43445000006
2024-03-29 00:00:00-04:00,104649.91445000005
2024-04-01 00:00:00-04:00,104682.89445000005
2024-04-02 00:00:00-04:00,105875.06445000006
2024-04-03 00:00:00-04:00,104215.82445000004
2024-04-04 00:00:00-04:00,104653.89445000005
2024-04-05 00:00:00-04:00,104765.83445000005
2024-04-08 00:00:00-04:00,106032.05445000005
2024-04-09 00:00:00-04:00,104287.45445000005
2024-04-10 00:00:00-04:00,103940.14445000005
2024-04-11 00:00:00-04:00,102569.88445000004
2024-04-12 00:00:00-04:00,102834.25445000005
2024-04-15 00:00:00-04:00,101985.81445000005
2024-04-16 00:00:00-04:00,101924.04445000004
2024-04-17 00:00:00-04:00,103032.47445000005
2024-04-18 00:00:00-04:00,102740.73445000005
2024-04-19 00:00:00-04:00,103607.30445000005
2024-04-22 00:00:00-04:00,101900.39445000005
2024-04-23 00:00:00-04:00,101690.03445000004
2024-04-24 00:00:00-04:00,101643.29445000004
2024-04-25 00:00:00-04:00,102286.01445000005
2024-04-26 00:00:00-04:00,101759.93445000006
2024-04-29 00:00:00-04:00,102172.19445000005
2024-04-30 00:00:00-04:00,103045.58445000005
2024-05-01 00:00:00-04:00,104119.15445000006
2024-05-02 00:00:00-04:00,104119.15445000006
2024-05-03 00:00:00-04:00,103957.29445000004
2024-05-06 00:00:00-04:00,103657.89445000005
2024-05-07 00:00:00-04:00,104541.07445000004
2024-05-08 00:00:00-04:00,103715.69445000005
2024-05-09 00:00:00-04:00,103837.91445000005
2024-05-10 00:00:00-04:00,104189.16445000004
2024-05-13 00:00:00-04:00,103836.17445000005
2024-05-14 00:00:00-04:00,102864.09445000005
2024-05-15 00:00:00-04:00,101661.21445000006
2024-05-16 00:00:00-04:00,100131.58445000005
2024-05-17 00:00:00-04:00,100107.84445000006
2024-05-20 00:00:00-04:00,100783.97445000004
2024-05-21 00:00:00-04:00,99485.56445000005
2024-05-22 00:00:00-04:00,99648.94445000004
2024-05-23 00:00:00-04:00,99648.94445000004
2024-05-24 00:00:00-04:00,100480.81445000005
2024-05-27 00:00:00-04:00,100423.16445000005
2024-05-28 00:00:00-04:00,100854.30445000005
2024-05-29 00:00:00-04:00,102026.62445000006
2024-05-30 00:00:00-04:00,101823.34445000006
2024-05-31 00:00:00-04:00,100898.71445000006
2024-06-03 00:00:00-04:00,100899.69445000004
2024-06-04 00:00:00-04:00,100536.65445000006
2024-06-05 00:00:00-04:00,100841.02445000006
2024-06-06 00:00:00-04:00,100841.02445000006
2024-06-07 00:00:00-04:00,101170.21445000006
2024-06-10 00:00:00-04:00,101344.37445000006
2024-06-11 00:00:00-04:00,101996.87445000006
2024-06-12 00:00:00-04:00,102004.08445000005
2024-06-13 00:00:00-04:00,101406.05445000005
2024-06-14 00:00:00-04:00,101072.05445000005
2024-06-17 00:00:00-04:00,100940.06445000005
2024-06-18 00:00:00-04:00,100958.12445000006
2024-06-19 00:00:00-04:00,101621.88445000004
2024-06-20 00:00:00-04:00,101318.57445000004
2024-06-21 00:00:00-04:00,102356.83445000005
2024-06-24 00:00:00-04:00,102765.36445000005
2024-06-25 00:00:00-04:00,103223.67445000005
2024-06-26 00:00:00-04:00,102717.28445000005
2024-06-27 00:00:00-04:00,102635.40445000006
2024-06-28 00:00:00-04:00,102050.86445000005
2024-07-01 00:00:00-04:00,103296.90445000006
2024-07-02 00:00:00-04:00,103719.90445000006
2024-07-03 00:00:00-04:00,104350.15445000006
2024-07-04 00:00:00-04:00,104280.00445000004
2024-07-05 00:00:00-04:00,104092.58445000005
2024-07-08 00:00:00-04:00,104921.46445000006
2024-07-09 00:00:00-04:00,105000.13445000004
2024-07-10 00:00:00-04:00,104804.88445000004
2024-07-11 00:00:00-04:00,104718.40445000006
2024-07-12 00:00:00-04:00,104418.25445000005
2024-07-15 00:00:00-04:00,105372.82445000004
2024-07-16 00:00:00-04:00,105259.97445000004
2024-07-17 00:00:00-04:00,105986.16445000005
2024-07-18 00:00:00-04:00,106233.51445000005
2024-07-19 00:00:00-04:00,106341.72670000004
2024-04-24 00:00:00-04:00,95659.15670000005
2024-04-25 00:00:00-04:00,96629.81109500006
2024-04-26 00:00:00-04:00,96078.77109500006
2024-04-29 00:00:00-04:00,96507.11109500006
2024-04-30 00:00:00-04:00,97412.78109500006
2024-05-01 00:00:00-04:00,98525.43109500005
2024-05-02 00:00:00-04:00,98525.43109500005
2024-05-03 00:00:00-04:00,98360.29109500005
2024-05-06 00:00:00-04:00,98051.77109500006
2024-05-07 00:00:00-04:00,98968.47109500006
2024-05-08 00:00:00-04:00,98110.37109500005
2024-05-09 00:00:00-04:00,98236.67109500006
2024-05-10 00:00:00-04:00,98598.52109500006
2024-05-13 00:00:00-04:00,98236.61109500006
2024-05-14 00:00:00-04:00,97231.57109500005
2024-05-15 00:00:00-04:00,94804.72681000005
2024-05-16 00:00:00-04:00,89969.98681000006
2024-05-17 00:00:00-04:00,89902.87681000007
2024-05-20 00:00:00-04:00,92050.60681000006
2024-05-21 00:00:00-04:00,87946.57681000006
2024-05-22 00:00:00-04:00,88483.84681000008
2024-05-23 00:00:00-04:00,88483.84681000008
2024-05-24 00:00:00-04:00,91102.93681000007
2024-05-27 00:00:00-04:00,90921.79681000006
2024-05-28 00:00:00-04:00,92288.92681000006
2024-05-29 00:00:00-04:00,95988.34681000008
2024-05-30 00:00:00-04:00,95341.63681000005
2024-05-31 00:00:00-04:00,92410.27681000007
2024-06-03 00:00:00-04:00,92416.18681000007
2024-06-04 00:00:00-04:00,91264.99681000007
2024-06-05 00:00:00-04:00,92217.82681000006
2024-06-06 00:00:00-04:00,92217.82681000006
2024-06-07 00:00:00-04:00,93280.00681000005
2024-06-10 00:00:00-04:00,93833.95681000006
2024-06-11 00:00:00-04:00,95901.37681000007
2024-06-12 00:00:00-04:00,95927.59681000008
2024-06-13 00:00:00-04:00,94025.53681000008
2024-06-14 00:00:00-04:00,92971.33681000007
2024-06-17 00:00:00-04:00,92560.51681000006
2024-06-18 00:00:00-04:00,92627.23681000006
2024-06-19 00:00:00-04:00,94718.17681000006
2024-06-20 00:00:00-04:00,93761.65681000007
2024-06-21 00:00:00-04:00,97040.89681000006
2024-06-24 00:00:00-04:00,98801.50666000004
2024-06-25 00:00:00-04:00,101135.64238000006
2024-06-26 00:00:00-04:00,98594.92238000006
2024-06-27 00:00:00-04:00,98179.40238000007
2024-06-28 00:00:00-04:00,95248.36238000006
2024-07-01 00:00:00-04:00,99994.60114000007
2024-07-02 00:00:00-04:00,102012.78539000006
2024-07-03 00:00:00-04:00,105162.83539000008
2024-07-04 00:00:00-04:00,104816.20539000008
2024-07-05 00:00:00-04:00,103843.57879000007
2024-07-08 00:00:00-04:00,107462.90614000005
2024-07-09 00:00:00-04:00,107865.31614000008
2024-07-10 00:00:00-04:00,105609.69536000007
2024-07-11 00:00:00-04:00,105515.05536000007
2024-07-12 00:00:00-04:00,105186.56536000007
2024-07-15 00:00:00-04:00,106228.79536000008
2024-07-16 00:00:00-04:00,105912.15566000008
2024-07-17 00:00:00-04:00,107131.24566000007
2024-07-18 00:00:00-04:00,107781.80357000008
2024-07-19 00:00:00-04:00,107762.00357000007
2024-07-22 00:00:00-04:00,106867.06357000007
2024-07-23 00:00:00-04:00,107026.22371000008
2024-07-24 00:00:00-04:00,105804.56349000009
2024-07-25 00:00:00-04:00,103910.03274000007
2024-07-26 00:00:00-04:00,103827.52909000007
2024-07-29 00:00:00-04:00,103953.58909000007
2024-07-30 00:00:00-04:00,104613.20909000006
2024-07-31 00:00:00-04:00,102150.00800000007
2024-08-01 00:00:00-04:00,101635.67620000006
2024-08-02 00:00:00-04:00,101190.93620000005
2024-08-05 00:00:00-04:00,100923.93620000005
2024-08-06 00:00:00-04:00,100994.51620000006
2024-08-07 00:00:00-04:00,100506.33620000006
2024-08-08 00:00:00-04:00,100506.33620000006
2024-08-09 00:00:00-04:00,100292.41620000007
2024-08-12 00:00:00-04:00,101034.13620000007
2024-08-13 00:00:00-04:00,101266.43620000005
2024-08-14 00:00:00-04:00,102011.05620000006
2024-08-15 00:00:00-04:00,102470.45620000006
2024-08-16 00:00:00-04:00,100452.31620000006
2024-08-19 00:00:00-04:00,100681.09620000006
2024-08-20 00:00:00-04:00,100131.71620000007
2024-08-21 00:00:00-04:00,100123.16866000007
2024-08-22 00:00:00-04:00,100949.44866000008
2024-08-23 00:00:00-04:00,99771.12866000007
2024-08-26 00:00:00-04:00,97650.56866000008
2024-08-27 00:00:00-04:00,96430.12866000007
2024-08-28 00:00:00-04:00,94503.52866000007
2024-08-29 00:00:00-04:00,93698.56866000008
2024-08-30 00:00:00-04:00,93576.36866000007
2024-09-02 00:00:00-04:00,95827.44866000005
2024-09-03 00:00:00-04:00,92941.44866000008
2024-09-04 00:00:00-04:00,91107.40866000007
2024-09-05 00:00:00-04:00,93882.64866000006
2024-09-06 00:00:00-04:00,97443.60866000009
2024-09-09 00:00:00-04:00,97275.12866000007
2024-09-10 00:00:00-04:00,96666.67543000006
2024-09-11 00:00:00-04:00,95400.22543000005
2024-09-12 00:00:00-04:00,95073.34543000004
2024-09-13 00:00:00-04:00,94704.52543000007
2024-09-16 00:00:00-04:00,94638.13543000005
2024-09-17 00:00:00-04:00,95543.08543000006
2024-09-18 00:00:00-04:00,94560.22543000005
2024-09-19 00:00:00-04:00,95623.00543000005
2024-09-20 00:00:00-04:00,95989.78543000005
2024-09-23 00:00:00-04:00,95787.34543000004
2024-09-24 00:00:00-04:00,95534.53543000005
2024-09-25 00:00:00-04:00,96422.80543000007
2024-09-26 00:00:00-04:00,96865.45543000006
2024-09-27 00:00:00-04:00,97571.44543000005
2024-09-30 00:00:00-04:00,96990.22543000005
2024-10-01 00:00:00-04:00,96537.04543000006
2024-10-02 00:00:00-04:00,97574.23543000006
2024-10-03 00:00:00-04:00,97205.29543000006
2024-10-04 00:00:00-04:00,96923.14543000006
2024-10-07 00:00:00-04:00,95780.32543000006
2024-10-08 00:00:00-04:00,95225.35543000005
2024-10-09 00:00:00-04:00,95786.80543000007
2024-10-10 00:00:00-04:00,96171.19543000005
2024-10-11 00:00:00-04:00,96410.29543000006
2024-10-14 00:00:00-04:00,95579.74543000005
2024-10-15 00:00:00-04:00,97968.97543000005
2024-10-16 00:00:00-04:00,98523.28543000005
2024-07-22 00:00:00-04:00,102754.99543000005
2024-07-23 00:00:00-04:00,102967.27030000005
2024-07-24 00:00:00-04:00,101447.47030000004
2024-07-25 00:00:00-04:00,99639.19255000007
2024-07-26 00:00:00-04:00,99560.19955000005
2024-07-29 00:00:00-04:00,99680.88955000005
2024-07-30 00:00:00-04:00,100312.11955000005
2024-07-31 00:00:00-04:00,91440.57810500008
2024-08-01 00:00:00-04:00,89558.0081050001
2024-08-02 00:00:00-04:00,87049.45810500006
2024-08-05 00:00:00-04:00,85542.71810500007
2024-08-06 00:00:00-04:00,85941.86810500009
2024-08-07 00:00:00-04:00,83189.59810500007
2024-08-08 00:00:00-04:00,83189.59810500007
2024-08-09 00:00:00-04:00,81984.23810500008
2024-08-12 00:00:00-04:00,86167.21810500007
2024-08-13 00:00:00-04:00,87478.06810500007
2024-08-14 00:00:00-04:00,91675.79810500008
2024-08-15 00:00:00-04:00,94266.6581050001
2024-08-16 00:00:00-04:00,82887.60810500008
2024-08-19 00:00:00-04:00,84176.53810500007
2024-08-20 00:00:00-04:00,81079.66810500008
2024-08-21 00:00:00-04:00,79128.80810500009
2024-08-22 00:00:00-04:00,80616.80810500009
2024-08-23 00:00:00-04:00,78493.90810500007
2024-08-26 00:00:00-04:00,74679.73810500008
2024-08-27 00:00:00-04:00,72487.83810500009
2024-08-28 00:00:00-04:00,69021.66810500008
2024-08-29 00:00:00-04:00,67568.60810500008
2024-08-30 00:00:00-04:00,67346.22810500007
2024-09-02 00:00:00-04:00,71395.33810500006
2024-09-03 00:00:00-04:00,66210.9481050001
2024-09-04 00:00:00-04:00,62913.00810500007
2024-09-05 00:00:00-04:00,67907.86810500009
2024-09-06 00:00:00-04:00,74313.34810500007
2024-09-09 00:00:00-04:00,74008.65810500007
2024-09-10 00:00:00-04:00,72084.16810500008
2024-09-11 00:00:00-04:00,65183.27810500009
2024-09-12 00:00:00-04:00,63401.3781050001
2024-09-13 00:00:00-04:00,61398.27810500006
2024-09-16 00:00:00-04:00,61030.948105000105
2024-09-17 00:00:00-04:00,65979.33810500009
2024-09-18 00:00:00-04:00,60621.438105000096
2024-09-19 00:00:00-04:00,66416.51810500008
2024-09-20 00:00:00-04:00,68426.47810500007
2024-09-23 00:00:00-04:00,67314.89810500009
2024-09-24 00:00:00-04:00,65928.4481050001
2024-09-25 00:00:00-04:00,70782.4981050001
2024-09-26 00:00:00-04:00,73202.76810500008
2024-09-27 00:00:00-04:00,77051.87810500007
2024-09-30 00:00:00-04:00,73901.29810500008
2024-10-01 00:00:00-04:00,71446.7181050001
2024-10-02 00:00:00-04:00,77102.88810500008
2024-10-03 00:00:00-04:00,75094.48810500008
2024-10-04 00:00:00-04:00,73562.57810500008
2024-10-07 00:00:00-04:00,67333.09810500007
2024-10-08 00:00:00-04:00,64315.228105000075
2024-10-09 00:00:00-04:00,67380.9381050001
2024-10-10 00:00:00-04:00,69479.34810500007
2024-10-11 00:00:00-04:00,70782.9481050001
2024-10-14 00:00:00-04:00,66248.11810500009
2024-10-15 00:00:00-04:00,79275.1281050001
2024-10-16 00:00:00-04:00,82289.09810500007
2024-10-17 00:00:00-04:00,80394.80810500009
2024-10-18 00:00:00-04:00,82813.96810500007
2024-10-21 00:00:00-04:00,80488.19810500008
2024-10-22 00:00:00-04:00,79912.03810500007
2024-10-23 00:00:00-04:00,80422.31810500007
2024-10-24 00:00:00-04:00,78927.76810500005
2024-10-25 00:00:00-04:00,81936.75810500007
2024-10-28 00:00:00-04:00,83714.6881050001
2024-10-29 00:00:00-04:00,83714.6881050001
2024-10-30 00:00:00-04:00,82984.3181050001
2024-10-31 00:00:00-04:00,79605.54810500008
2024-11-01 00:00:00-04:00,78619.16810500008
2024-11-04 00:00:00-05:00,86887.60810500008
2024-11-05 00:00:00-05:00,86936.26810500008
2024-11-06 00:00:00-05:00,86369.1881050001
2024-11-07 00:00:00-05:00,82476.01810500005
2024-11-08 00:00:00-05:00,78634.77810500006
2024-11-11 00:00:00-05:00,78018.51810500008
2024-11-12 00:00:00-05:00,80121.8781050001
2024-11-13 00:00:00-05:00,78612.6881050001
2024-11-14 00:00:00-05:00,81530.63810500005
2024-11-15 00:00:00-05:00,83524.26810500008
2024-11-18 00:00:00-05:00,82003.01810500005
2024-11-19 00:00:00-05:00,75669.08810500006
2024-11-20 00:00:00-05:00,72889.76810500005
2024-11-21 00:00:00-05:00,70300.51810500005
2024-11-22 00:00:00-05:00,70369.76810500011
2024-11-25 00:00:00-05:00,73430.64810500009
2024-11-26 00:00:00-05:00,69389.32810500008
2024-11-27 00:00:00-05:00,70231.6981050001
2024-11-28 00:00:00-05:00,70231.6981050001
2024-11-29 00:00:00-05:00,68401.98810500008
2024-12-02 00:00:00-05:00,65769.48810500008
2024-12-03 00:00:00-05:00,70040.36810500009
2024-12-04 00:00:00-05:00,69695.17810500009
2024-12-05 00:00:00-05:00,69695.17810500009
2024-12-06 00:00:00-05:00,68571.7481050001
2024-12-09 00:00:00-05:00,69871.22810500007
2024-12-10 00:00:00-05:00,67088.32810500005
2024-12-11 00:00:00-05:00,72229.04810500008
2024-12-12 00:00:00-05:00,72812.32810500011
2024-12-13 00:00:00-05:00,74431.67810500009
2024-12-16 00:00:00-05:00,77580.81810500007
2024-12-17 00:00:00-05:00,78544.83810500006
2024-12-18 00:00:00-05:00,79692.97810500007
2024-12-19 00:00:00-05:00,79692.97810500007
2024-12-20 00:00:00-05:00,79697.85810500008
2024-12-23 00:00:00-05:00,76562.75810500007
2024-12-24 00:00:00-05:00,74743.37810500007
2024-12-25 00:00:00-05:00,79585.92810500009
2024-12-26 00:00:00-05:00,83260.05810500006
2024-12-27 00:00:00-05:00,82919.47810500007
2024-12-30 00:00:00-05:00,82724.48810500008
2024-12-31 00:00:00-05:00,86050.99810500006
2024-10-17 00:00:00-04:00,80394.80810500009
2024-10-18 00:00:00-04:00,84449.34311500005
2024-10-21 00:00:00-04:00,84114.44311500006
2024-10-22 00:00:00-04:00,84032.02311500005
2024-10-23 00:00:00-04:00,84104.16311500005
2024-10-24 00:00:00-04:00,83888.34311500005
2024-10-25 00:00:00-04:00,84319.98311500005
2024-10-28 00:00:00-04:00,84575.76311500005
2024-10-29 00:00:00-04:00,84722.62549000005
2024-10-30 00:00:00-04:00,84611.47549000004
2024-10-31 00:00:00-04:00,83774.23549000005
2024-11-01 00:00:00-04:00,83648.03081500005
2024-11-04 00:00:00-05:00,84861.59081500005
2024-11-05 00:00:00-05:00,84787.11718000004
2024-11-06 00:00:00-05:00,84680.22718000005
2024-11-07 00:00:00-05:00,83734.32718000004
2024-11-08 00:00:00-05:00,83177.87210000005
2024-11-11 00:00:00-05:00,83088.30210000006
2024-11-12 00:00:00-05:00,83393.86210000006
2024-11-13 00:00:00-05:00,83174.76210000005
2024-11-14 00:00:00-05:00,83598.39210000006
2024-11-15 00:00:00-05:00,83887.99210000005
2024-11-18 00:00:00-05:00,83541.70024000005
2024-11-19 00:00:00-05:00,82361.83489000006
2024-11-20 00:00:00-05:00,81952.15489000005
2024-11-21 00:00:00-05:00,81572.65489000005
2024-11-22 00:00:00-05:00,81583.15489000006
2024-11-25 00:00:00-05:00,82033.27489000006
2024-11-26 00:00:00-05:00,81440.59489000005
2024-11-27 00:00:00-05:00,81564.97489000006
2024-11-28 00:00:00-05:00,81564.97489000006
2024-11-29 00:00:00-05:00,81297.43489000005
2024-12-02 00:00:00-05:00,80910.43489000006
2024-12-03 00:00:00-05:00,83339.18346000009
2024-12-04 00:00:00-05:00,83026.26346000007
2024-12-05 00:00:00-05:00,83026.26346000007
2024-12-06 00:00:00-05:00,81963.5434600001
2024-12-09 00:00:00-05:00,83396.88664000006
2024-12-10 00:00:00-05:00,82959.16664000005
2024-12-11 00:00:00-05:00,83764.98664000005
2024-12-12 00:00:00-05:00,83861.88664000007
2024-12-13 00:00:00-05:00,84115.81664000006
2024-12-16 00:00:00-05:00,84611.21664000006
2024-12-17 00:00:00-05:00,84763.19664000005
2024-12-18 00:00:00-05:00,84944.99664000006
2024-12-19 00:00:00-05:00,85202.57209000006
2024-12-20 00:00:00-05:00,85166.53209000005
2024-12-23 00:00:00-05:00,84334.11209000005
2024-12-24 00:00:00-05:00,83940.52481000006
2024-12-25 00:00:00-05:00,84711.17481000006
2024-12-26 00:00:00-05:00,85298.50481000006
2024-12-27 00:00:00-05:00,85303.41449000005
2024-12-30 00:00:00-05:00,85278.77449000007
2024-12-31 00:00:00-05:00,86043.38449000005
